x,y,z,dist,time
509,4729,2133,4933,39.297999999999995
389,2250,968,3259,34.275999999999996
493,482,1501,5333,40.498000000000005
164,3313,872,2575,32.224000000000004
-22,4408,1773,3854,36.061
259,4364,571,3684,35.551
-88,4020,918,3040,33.619
269,-95,74,5474,40.921
294,2259,68,3146,33.937
-18,2756,2316,3048,33.643
456,3562,2393,3896,36.187
444,3605,2034,3678,35.533
312,16,1485,5610,41.32899999999999
333,1661,1089,3826,35.977
251,3402,1140,2824,32.971000000000004
82,2399,261,2758,32.772999999999996
319,1289,95,4135,36.904
594,3701,2363,4151,36.952
358,868,1735,4936,39.306999999999995
-75,-68,103,5096,39.787
86,950,2462,5065,39.694
-98,2653,71,2359,31.576
140,264,100,4980,39.439
561,1596,866,4062,36.685
60,442,1387,4886,39.157000000000004
99,4936,2227,4795,38.884
528,4832,2520,5332,40.495
39,2805,1063,2380,31.639
590,1447,1561,4495,37.984
264,2341,2173,3645,35.434
408,2803,2656,3680,35.539
570,3233,1841,3311,34.432
584,3750,476,3394,34.681000000000004
-93,4493,1328,3643,35.428
187,1453,925,3844,36.031
-32,412,1488,4871,39.112
115,149,2258,5747,41.739999999999995
199,-95,1365,5553,41.158
69,346,689,4793,38.878
259,1661,1226,3800,35.899
223,1982,623,3305,34.414
519,4726,881,4345,37.534000000000006
151,3007,1919,2714,32.641000000000005
378,3258,2625,3688,35.563
166,1443,2392,4600,38.299
413,4693,556,4166,36.997
501,3214,1895,3256,34.266999999999996
376,37,303,5409,40.726
7,3154,284,2234,31.201
364,755,388,4672,38.515
477,3945,1577,3782,35.845
361,1575,2453,4708,38.623000000000005
138,1928,1217,3408,34.723
217,881,2496,5290,40.369
73,1165,2748,5055,39.663999999999994
512,1951,2497,4516,38.047000000000004
23,3377,800,2485,31.954
14,3786,213,2882,33.144999999999996
486,807,203,4763,38.788000000000004
350,1138,953,4328,37.483
-7,2102,1077,3042,33.625
428,3223,1214,2848,33.043
523,4103,1990,4227,37.18
135,4065,250,3277,34.33
93,1707,120,3486,34.957
302,1123,807,4265,37.294
312,1317,852,4089,36.766000000000005
250,2508,921,2851,33.052
509,3241,1134,2919,33.256
310,2079,1326,3473,34.918
516,608,1243,5116,39.846999999999994
581,3217,2521,3771,35.812
102,4474,749,3653,35.458
273,2764,1991,3110,33.829
46,190,1605,5231,40.192
286,735,2326,5381,40.641999999999996
337,2847,700,2561,32.182
494,4527,992,4147,36.94
458,1456,585,4064,36.690999999999995
16,4504,1582,3883,36.147999999999996
-6,3331,1320,2564,32.191
318,2462,1742,3306,34.417
-30,1156,2112,4495,37.984
88,2757,2630,3386,34.657
371,473,436,4959,39.376000000000005
289,4949,568,4299,37.396
486,1079,457,4467,37.900000000000006
264,2897,1633,2756,32.766999999999996
427,2020,2260,4190,37.069
-80,3552,267,2547,32.14
295,3357,2675,3742,35.725
552,1681,1002,4000,36.499
27,3609,1658,3039,33.616
353,4285,5,3765,35.794
-92,718,956,4307,37.42
519,993,2376,5392,40.675000000000004
364,1230,2694,5239,40.216
317,642,472,4735,38.70399999999999
196,-35,2362,6086,42.757000000000005
64,1906,2619,4205,37.114000000000004
587,4210,1417,4079,36.736
-94,3744,714,2722,32.665
-24,1490,1194,3676,35.527
216,1032,2372,5047,39.64
407,1236,1600,4543,38.128
203,1334,2441,4782,38.845
43,4661,397,3766,35.797000000000004
306,127,2052,5820,41.958999999999996
444,4941,1049,4527,38.08
-96,2300,1527,2939,33.316
46,3864,58,3024,33.571
102,3529,1733,3076,33.727
-19,1036,2561,4948,39.342999999999996
-91,3906,433,2876,33.126999999999995
388,4711,2713,5219,40.156
-35,3747,2271,3502,35.004999999999995
-96,2488,1117,2579,32.236
132,2118,2561,4017,36.55
523,568,1565,5309,40.426
-17,1078,588,3967,36.400000000000006
134,64,2067,5721,41.662
593,398,2385,6067,42.699999999999996
40,1540,1904,4047,36.64
46,150,324,4964,39.391000000000005
432,1739,760,3771,35.812
483,649,637,4899,39.196
-27,3003,791,2059,30.676
535,4169,2065,4354,37.561
411,1360,2460,4978,39.433
502,4650,1681,4568,38.203
-58,1060,320,3951,36.352
98,325,2176,5497,40.989999999999995
1,226,1862,5296,40.38699999999999
467,399,2721,6194,43.081
226,339,459,4947,39.34
502,3163,627,2729,32.686
345,497,2574,5861,42.082
101,3819,1172,3102,33.805
320,4737,340,4124,36.871
521,2520,148,3095,33.784
27,1160,823,3956,36.367
-32,2347,1255,2834,33.001000000000005
490,2693,1460,3099,33.796
298,993,136,4401,37.702
251,2444,2242,3577,35.230000000000004
160,4251,59,3524,35.071
168,2459,1185,2896,33.187
244,909,118,4435,37.804
-90,1882,1594,3397,34.690000000000005
380,3427,2746,3952,36.355000000000004
296,656,1025,4775,38.824
514,732,132,4879,39.136
65,2212,2391,3729,35.686
586,3812,2739,4538,38.113
478,2499,2510,3943,36.328
435,4463,2310,4716,38.647
35,1270,688,3834,36.001
-49,2336,974,2737,32.71
508,3333,2190,3575,35.224
66,811,2133,4950,39.349000000000004
247,1295,234,4031,36.592
-45,1254,2606,4738,38.712999999999994
352,2774,1259,2793,32.878
126,2912,2016,2832,32.995
100,3986,1105,3246,34.237
452,4435,834,3978,36.433
378,3261,307,2709,32.626000000000005
429,885,2732,5678,41.533
306,2666,1699,3066,33.697
74,1200,657,3940,36.319
177,1420,770,3837,36.01
325,4050,2606,4412,37.735
257,4153,780,3491,34.972
21,4081,242,3180,34.039
504,3638,209,3225,34.174
567,2987,588,2642,32.425
402,1647,397,3817,35.949999999999996
-24,447,1131,4697,38.59
221,261,1099,5118,39.853
-17,3388,2748,3518,35.053
433,1801,2070,4285,37.354
147,2177,1113,3132,33.895
138,2712,635,2491,31.972
537,3097,2391,3510,35.029
469,1643,2747,4972,39.415
505,661,1962,5427,40.779999999999994
405,3829,906,3339,34.516000000000005
311,3592,818,2991,33.472
157,2479,2284,3478,34.933
-23,201,2611,5817,41.949999999999996
24,3910,1529,3270,34.309
289,2061,2403,4113,36.838
422,4545,474,4027,36.58
344,2979,511,2425,31.774
208,2176,2272,3823,35.967999999999996
-12,2477,2361,3366,34.597
505,2452,2384,3924,36.271
-44,1575,656,3447,34.839999999999996
270,1989,1802,3766,35.797000000000004
248,1111,78,4246,37.237
563,4859,643,4487,37.96
500,2227,2275,4066,36.697
589,4150,1673,4150,36.949
495,4867,2135,5058,39.672999999999995
-93,4696,2052,4244,37.231
458,3935,1863,3914,36.241
143,296,1841,5355,40.564
468,4138,58,3720,35.659
8,1143,2004,4475,37.924
366,2898,2645,3535,35.104
148,2212,1491,3253,34.257999999999996
450,4644,246,4172,37.015
227,4634,1063,4007,36.52
292,3043,1067,2483,31.948
492,1444,2353,4897,39.19
347,2279,1612,3446,34.837
-28,2125,1624,3232,34.195
330,1323,1946,4580,38.239000000000004
257,3906,1033,3301,34.402
498,4100,1365,3857,36.07
498,926,2748,5719,41.656
323,2296,2363,3883,36.147999999999996
-13,3673,1064,2807,32.92
289,3592,666,2948,33.342999999999996
583,1960,2649,4693,38.578
588,339,1034,5387,40.66
472,2105,1350,3619,35.356
424,2569,171,2945,33.334
-13,4154,5,3268,34.303
174,2853,2517,3291,34.372
142,3897,2373,3902,36.205
353,2277,1354,3330,34.489000000000004
29,1431,2334,4433,37.798
60,4238,654,3364,34.591
229,2908,2646,3389,34.666
483,2601,2225,3640,35.419
29,3623,2542,3640,35.419
419,2675,1969,3331,34.492
-98,1248,747,3731,35.692
580,-79,1758,6118,42.853
-63,884,1703,4481,37.942
185,-96,1996,5886,42.157000000000004
33,2761,936,2384,31.651
-27,4344,432,3378,34.632999999999996
499,4737,1129,4403,37.708
416,1141,1068,4423,37.768
511,1593,1930,4481,37.942
250,3847,428,3158,33.973
497,4122,870,3717,35.650000000000006
284,939,2550,5339,40.516000000000005
501,1774,1053,3870,36.109
524,2973,309,2621,32.362
285,208,102,5180,40.038999999999994
67,359,510,4768,38.803
-51,751,2360,5052,39.654999999999994
83,598,1399,4759,38.775999999999996
-84,1046,2490,4819,38.956
447,1967,96,3585,35.254
395,2231,180,3252,34.254999999999995
345,939,2375,5271,40.312
456,1471,407,4047,36.64
-64,2232,2179,3430,34.789
133,3078,2444,3126,33.877
22,2639,2490,3332,34.495
36,1854,1927,3743,35.728
379,57,2041,5956,42.367000000000004
-40,839,2504,5081,39.742000000000004
0,2818,237,2261,31.282
157,932,112,4326,37.477
525,4678,971,4324,37.471000000000004
5,2101,823,2993,33.478
487,4535,1988,4622,38.364999999999995
234,4788,522,4082,36.745
6,1949,1769,3523,35.068
25,2327,497,2758,32.772999999999996
265,950,196,4400,37.699
467,1060,704,4478,37.933
-97,3058,1099,2119,30.856
23,4508,2251,4307,37.42
-77,376,1342,4796,38.88699999999999
210,1640,2593,4597,38.29
159,812,2505,5308,40.422999999999995
171,2774,2667,3481,34.942
358,3499,2090,3523,35.068
244,2259,2578,4001,36.502
-84,2385,2747,3677,35.53
274,2775,1510,2825,32.974000000000004
53,1978,794,3159,33.976
-58,2762,1349,2432,31.795
30,1963,1140,3238,34.213
132,1885,117,3347,34.54
581,2162,2630,4474,37.921
135,3987,1402,3397,34.690000000000005
411,221,1948,5764,41.791000000000004
-99,4163,807,3150,33.949000000000005
86,2082,2740,4145,36.934
32,4517,2742,4691,38.572
375,4260,753,3712,35.635
580,3483,145,3158,33.973
211,4341,2182,4280,37.339
-98,-80,1775,5451,40.852
157,3861,628,3082,33.745
555,538,873,5115,39.844
333,2620,569,2774,32.821
216,2003,1596,3583,35.248000000000005
35,4914,763,4028,36.583
465,4330,2368,4655,38.464
494,2858,2746,3781,35.842
13,2027,430,3047,33.64
595,-88,136,5779,41.836
-68,2456,165,2567,32.2
572,697,2237,5642,41.425000000000004
579,3930,1258,3723,35.668
247,2457,1935,3356,34.567
474,2523,698,3021,33.562
102,2710,1501,2714,32.641000000000005
-2,3076,1820,2570,32.209
190,3526,2327,3546,35.137
278,586,2380,5560,41.179
74,3430,1072,2653,32.458
508,1313,1789,4672,38.515
46,1349,1638,4089,36.766000000000005
478,1869,857,3704,35.611
491,3639,824,3219,34.156
-1,674,1807,4813,38.938
599,3676,188,3362,34.585
-92,148,2729,5892,42.175000000000004
241,3308,1912,3101,33.802
282,3499,2293,3587,35.26
160,2770,1026,2526,32.077
12,366,2591,5672,41.515
365,1605,2534,4742,38.725
-95,3699,2626,3656,35.467
572,2500,435,3133,33.897999999999996
24,4603,2611,4668,38.503
217,310,1177,5091,39.772
582,2910,1461,2974,33.421
77,1426,1324,3892,36.175
360,3766,1185,3313,34.438
156,808,1271,4567,38.199999999999996
315,-94,1570,5765,41.794
431,170,2569,6270,43.309000000000005
511,1751,2404,4646,38.437
197,1189,2197,4747,38.739999999999995
45,2384,97,2766,32.797
412,3910,1276,3543,35.128
469,4808,462,4337,37.51
529,4304,247,3910,36.229
9,1523,1376,3749,35.745999999999995
347,534,1066,4960,39.379
138,278,2339,5699,41.596000000000004
384,1126,2309,5075,39.724000000000004
324,3084,2738,3547,35.14
-92,861,1315,4284,37.351
-83,4657,1981,4169,37.006
276,3524,1504,3123,33.868
242,2568,1606,3049,33.646
364,1106,351,4324,37.471000000000004
152,4478,408,3692,35.574999999999996
30,98,748,5009,39.525999999999996
576,-62,1134,5807,41.92
516,4865,22,4504,38.011
102,590,2564,5517,41.050000000000004
143,498,2613,5687,41.56
186,3259,416,2506,32.016999999999996
221,237,1598,5355,40.564
523,1794,232,3809,35.926
-13,4636,1517,3953,36.358
470,1708,1156,3939,36.316
64,814,2632,5307,40.42
301,1075,939,4339,37.516000000000005
-89,3012,426,1984,30.451
340,70,1657,5672,41.515
397,687,1457,5010,39.529
209,4487,259,3772,35.815000000000005
202,1914,908,3394,34.681000000000004
174,3358,1138,2702,32.605000000000004
580,140,1441,5733,41.698
98,2816,1999,2889,33.166
417,1780,2720,4762,38.785
286,4206,364,3557,35.17
-88,2794,234,2197,31.09
275,482,2380,5661,41.482
594,2422,6,3299,34.396
454,2922,726,2606,32.317
100,3394,2611,3535,35.104
54,3999,2148,3758,35.772999999999996
214,578,1765,5099,39.796
344,267,1903,5623,41.368
429,4374,1246,4013,36.538000000000004
524,2340,1452,3482,34.945
8,3655,2094,3332,34.495
167,480,854,4781,38.842
133,4362,213,3577,35.230000000000004
227,2448,2651,3850,36.049
268,4767,1171,4217,37.150000000000006
-77,2277,1637,3038,33.613
538,1766,2301,4584,38.251000000000005
206,361,863,4941,39.322
205,4295,1657,3902,36.205
194,1939,430,3316,34.447
583,152,1194,5621,41.362
482,1559,1144,4095,36.784000000000006
372,1258,1488,4429,37.786
25,288,501,4797,38.89
597,2384,2311,4032,36.595
56,230,2431,5732,41.69499999999999
190,2352,2411,3729,35.686
202,1090,832,4202,37.105000000000004
389,4193,1840,4090,36.769
242,2775,1431,2755,32.763999999999996
414,3267,2327,3511,35.032
501,1344,348,4223,37.168
366,-42,2170,6128,42.882999999999996
87,4942,1448,4325,37.474
589,2934,944,2769,32.806
-86,1550,1768,3829,35.986
-55,1002,2248,4717,38.650000000000006
236,2597,1784,3113,33.838
442,3441,2371,3745,35.734
242,1914,676,3396,34.687
380,4616,1767,4460,37.879
342,2624,2251,3494,34.981
586,2138,1558,3798,35.893
-90,2357,528,2613,32.338
429,2339,763,3169,34.006
179,2055,2160,3837,36.01
449,4092,2514,4508,38.023
480,685,1810,5285,40.354
516,1633,2450,4803,38.908
233,4573,2300,4617,38.35
-95,3609,1379,2779,32.836
471,4109,2234,4344,37.531
460,4223,1184,3869,36.106
210,4470,1773,4148,36.943
29,2423,1813,3097,33.79
50,4887,2268,4725,38.674
245,-58,636,5368,40.603
71,2878,2405,3080,33.739000000000004
-6,1101,2662,4973,39.41799999999999
25,953,986,4197,37.09
-4,2026,2541,3958,36.373000000000005
-95,-58,1309,5198,40.092999999999996
595,2564,2404,3917,36.25
58,4182,2232,4003,36.507999999999996
133,4940,1092,4228,37.183
512,599,1458,5214,40.141000000000005
397,427,240,5048,39.643
432,1826,378,3670,35.509
240,1193,1367,4306,37.417
-82,3518,6,2563,32.188
339,1389,749,4027,36.58
528,758,2318,5594,41.281
28,2434,721,2667,32.5
80,3085,2156,2876,33.126999999999995
-50,618,2576,5346,40.537
238,955,1678,4697,38.59
-96,4755,726,3733,35.698
-79,2568,302,2423,31.768
420,4885,1931,4868,39.103
-76,1109,511,3875,36.124
11,359,110,4754,38.761
302,840,177,4551,38.152
493,4560,1276,4274,37.321
562,547,1997,5620,41.359
8,2788,543,2280,31.339
500,1850,1822,4147,36.94
549,983,2510,5530,41.089
510,4702,1779,4683,38.547999999999995
12,99,2597,5943,42.328
446,3151,1262,2813,32.938
267,745,600,4584,38.251000000000005
461,4127,1827,4088,36.763
62,4726,1156,3965,36.394
-6,2919,1205,2269,31.306
231,3558,1009,2920,33.259
444,2349,1850,3609,35.326
149,1014,1337,4381,37.641999999999996
488,4105,328,3661,35.482
280,2428,476,2912,33.235
427,3816,2518,4213,37.138
589,4218,1983,4403,37.708
588,1820,2547,4760,38.779
570,2572,198,3083,33.748000000000005
-43,1087,1108,4030,36.589
126,192,673,5002,39.505
413,4783,2474,5134,39.900999999999996
312,2510,1904,3349,34.546
198,4164,1573,3720,35.659
388,3926,548,3374,34.620999999999995
129,3791,1881,3452,34.855000000000004
516,2323,2587,4215,37.144
302,4201,232,3583,35.248000000000005
23,3973,2050,3636,35.407
103,-17,675,5188,40.063
-83,3333,2623,3300,34.399
169,3318,246,2565,32.194
363,4038,822,3489,34.966
583,3521,1529,3440,34.819
338,1750,2538,4573,38.217999999999996
256,405,1496,5170,40.009
14,773,724,4315,37.444
63,2647,2249,3191,34.072
-49,613,827,4427,37.78
594,578,219,5098,39.79299999999999
440,129,1647,5708,41.623000000000005
445,1052,2669,5478,40.933
382,2969,1293,2641,32.422
347,-10,2280,6154,42.961
25,3601,1098,2783,32.848
171,17,1844,5664,41.491
261,1299,1469,4268,37.303
347,1170,725,4251,37.252
476,3537,1781,3486,34.957
594,444,1259,5365,40.594
419,2015,312,3473,34.918
580,4088,2741,4809,38.926
194,750,1070,4593,38.278
12,3320,252,2409,31.726
-69,4191,369,3186,34.057
81,2536,453,2605,32.314
593,1333,2017,4878,39.132999999999996
17,-34,2206,5796,41.88699999999999
180,3548,706,2799,32.896
38,961,2124,4766,38.797000000000004
283,3566,96,2954,33.361
108,3673,1803,3266,34.297000000000004
495,3992,268,3562,35.185
6,2609,1212,2594,32.281
170,4296,490,3526,35.077
226,353,165,4964,39.391000000000005
25,2285,802,2825,32.974000000000004
116,626,1249,4701,38.602
11,4013,2543,4013,36.538000000000004
286,2511,37,2894,33.181
492,4563,2158,4767,38.800000000000004
78,1925,470,3213,34.138
448,203,1157,5422,40.765
117,2890,140,2323,31.467999999999996
66,958,509,4168,37.003
435,832,91,4709,38.626000000000005
498,985,1512,4840,39.019000000000005
22,188,2036,5465,40.894000000000005
571,1912,316,3728,35.683
174,902,755,4350,37.549
154,1987,843,3259,34.275999999999996
481,439,962,5160,39.979
195,3647,288,2914,33.241
101,1063,500,4098,36.793
284,4122,1296,3635,35.404
575,1996,1882,4112,36.835
-89,854,2238,4824,38.971000000000004
349,984,2147,5070,39.708999999999996
455,867,2443,5503,41.007999999999996
456,1200,2126,4946,39.337
140,4006,715,3218,34.153
-90,4276,291,3258,34.272999999999996
152,2080,2489,4021,36.562
582,3900,2307,4298,37.393
498,1105,1697,4818,38.953
224,478,1144,4918,39.253
305,3250,780,2636,32.407
490,2095,1839,3902,36.205
256,4101,537,3417,34.75
381,1641,2000,4347,37.54
399,312,1215,5285,40.354
278,3667,1070,3094,33.781
394,2726,2526,3644,35.431000000000004
39,236,27,4924,39.270999999999994
-58,3991,404,2995,33.483999999999995
448,967,1347,4732,38.69499999999999
587,877,683,4779,38.836
501,4106,154,3700,35.599
230,4010,2058,3885,36.154
507,3326,2408,3722,35.665
101,217,1222,5084,39.751000000000005
126,130,2177,5721,41.662
221,1899,1124,3488,34.963
586,4829,2236,5181,40.042
321,242,918,5187,40.06
-79,3827,1540,3089,33.766000000000005
225,255,1676,5383,40.648
-85,3458,1926,2933,33.298
339,4342,611,3744,35.731
553,4371,2294,4731,38.692
83,4034,28,3238,34.213
-93,1135,133,3869,36.106
251,1920,360,3396,34.687
379,3007,254,2462,31.885
571,2166,2489,4354,37.561
325,4926,415,4313,37.438
216,3590,1473,3114,33.841
99,3649,80,2856,33.067
395,862,1477,4843,39.028
64,2282,1762,3243,34.228
416,3038,1397,2727,32.68
578,2844,1798,3216,34.147
133,3635,1663,3174,34.021
85,-63,2742,6290,43.369
196,943,1350,4505,38.014
435,2283,1729,3595,35.284
8,3134,2744,3286,34.357
106,1979,966,3246,34.237
203,929,370,4338,37.513
64,938,1705,4555,38.163999999999994
581,1564,27,4138,36.913000000000004
599,1688,2248,4685,38.554
328,2203,2236,3891,36.172000000000004
126,1570,19,3679,35.536
17,3078,2041,2729,32.686
171,3977,268,3223,34.168
366,469,718,4970,39.409000000000006
519,4831,776,4431,37.792
-88,553,648,4425,37.774
519,2121,2125,4088,36.763
264,1708,2225,4314,37.440999999999995
-46,1952,2078,3660,35.479
287,1497,1414,4070,36.708999999999996
9,2650,1148,2533,32.098
449,4008,1500,3778,35.833
504,3468,830,3062,33.685
82,4108,322,3258,34.272999999999996
370,692,1190,4867,39.1
-88,501,1433,4700,38.599000000000004
243,1446,1069,3945,36.333999999999996
318,2428,1043,3030,33.589
0,1401,1829,4100,36.799
381,3527,1831,3410,34.729
599,2103,2230,4258,37.272999999999996
426,4880,1539,4647,38.44
400,2295,366,3170,34.009
478,1212,508,4326,37.477
127,4066,1370,3454,34.861
370,2862,1693,2930,33.289
295,4543,635,3903,36.208
385,2689,1083,2849,33.046
353,2637,1432,3005,33.513999999999996
513,1695,2628,4872,39.114999999999995
250,2776,2272,3265,34.294
306,1074,1321,4472,37.915
-84,2923,2608,3031,33.592
435,1145,1819,4785,38.854
438,3539,736,3052,33.655
-88,1519,471,3453,34.858
247,2695,234,2631,32.391999999999996
285,2901,421,2445,31.834
172,4124,2329,4128,36.882999999999996
-85,3696,2211,3359,34.576
511,4436,1629,4334,37.501
-97,3655,538,2618,32.353
-57,4926,1450,4166,36.997
200,1773,1136,3597,35.29
60,2146,142,3009,33.525999999999996
545,4472,2586,5039,39.616
570,3903,892,3575,35.224
107,3715,2207,3568,35.203
12,4540,2360,4406,37.717
370,3,2439,6279,43.336
576,2365,1950,3786,35.857
48,1423,2008,4237,37.21
227,2997,905,2335,31.503999999999998
282,4555,169,3927,36.28
403,4935,1261,4553,38.158
158,1824,573,3395,34.684
174,638,2674,5625,41.373999999999995
260,768,2394,5371,40.612
-21,4011,1870,3516,35.047000000000004
313,3531,943,2958,33.373000000000005
-97,1227,2356,4527,38.08
239,3825,1966,3649,35.446
108,2008,1892,3639,35.416
314,1828,22,3609,35.326
-79,38,1062,5029,39.586
65,4049,1682,3530,35.089
568,3488,2742,4198,37.092999999999996
-76,4851,303,3845,36.034
130,4411,2321,4367,37.6
181,3127,243,2386,31.657
159,1375,1899,4327,37.480000000000004
192,245,849,5040,39.619
584,2340,160,3336,34.507000000000005
82,4468,1189,3738,35.713
180,3594,174,2863,33.088
-13,425,2384,5433,40.797999999999995
152,4043,1203,3388,34.663000000000004
505,3680,1296,3414,34.741
358,3999,1085,3510,35.029
474,4415,1390,4159,36.976
16,356,1459,4961,39.382000000000005
42,3473,1368,2775,32.824
-21,3117,1281,2319,31.456
504,1776,625,3792,35.875
227,2072,784,3237,34.21
-69,2816,324,2183,31.048000000000002
402,81,740,5397,40.69
-52,2893,1038,2194,31.081
14,3522,1047,2678,32.533
199,3120,2611,3360,34.579
579,2631,1553,3296,34.387
587,905,1390,4952,39.355000000000004
558,3274,300,2903,33.208
75,1721,2621,4402,37.705
-19,1635,2344,4188,37.063
208,4269,1436,3768,35.803
376,1210,415,4228,37.183
443,1851,1965,4177,37.03
-3,4484,383,3544,35.131
548,1666,1865,4405,37.714
144,2905,1607,2615,32.344
244,174,210,5153,39.958
573,2979,196,2679,32.536
417,4275,1691,4113,36.838
-8,3988,2204,3724,35.671
522,1694,165,3919,36.256
242,873,1707,4799,38.895999999999994
104,3020,226,2204,31.110999999999997
476,3720,2681,4291,37.372
584,-94,1525,6012,42.535
377,1930,1364,3705,35.614000000000004
424,1611,603,3875,36.124
-86,1689,1901,3770,35.809
62,4683,1824,4243,37.228
313,2267,2162,3761,35.782
-10,3518,450,2568,32.203
466,775,1965,5276,40.327000000000005
11,1171,1411,4119,36.856
144,3094,1421,2522,32.065
407,2742,2037,3296,34.387
418,2463,2740,4096,36.787
392,610,110,4884,39.150999999999996
515,845,2507,5632,41.395
485,3819,2467,4236,37.207
292,1567,2522,4698,38.592999999999996
196,3180,1492,2693,32.578
77,1897,2447,4098,36.793
406,2407,887,3100,33.799
201,-95,1784,5770,41.809000000000005
316,4813,529,4189,37.065999999999995
425,675,2689,5851,42.05199999999999
410,2499,1410,3190,34.069
27,4712,1992,4341,37.522
401,3414,1435,3105,33.814
-96,4554,2488,4406,37.717
-8,860,1557,4482,37.945
124,1117,1748,4460,37.879
336,4083,1067,3567,35.199999999999996
550,938,2273,5404,40.711
311,3457,501,2828,32.983000000000004
-99,568,2181,5061,39.681999999999995
578,725,1634,5243,40.228
-90,3524,2674,3523,35.068
90,526,1208,4759,38.775999999999996
545,1707,2186,4569,38.206
57,1306,1567,4106,36.817
-6,3406,1423,2685,32.554
266,2014,900,3356,34.567
244,418,106,4929,39.286
596,1502,2215,4845,39.034000000000006
350,1125,2651,5296,40.38699999999999
-87,4868,2612,4823,38.967999999999996
30,2288,1902,3287,34.36
155,857,2096,4968,39.403
237,2360,344,2943,33.328
235,1049,765,4265,37.294
398,4399,366,3862,36.085
333,-25,1022,5492,40.975
358,4524,1636,4273,37.318
129,807,596,4384,37.650999999999996
194,3843,1175,3220,34.159
152,4264,2509,4380,37.638999999999996
335,580,2197,5494,40.980999999999995
233,971,1528,4597,38.29
45,3573,2154,3327,34.480000000000004
314,2836,2508,3441,34.822
594,808,1899,5329,40.486
415,4108,1717,3959,36.376
134,142,2611,6033,42.598
560,3142,734,2777,32.83
297,1420,2195,4614,38.341
-26,2112,2140,3562,35.185
309,4852,2706,5275,40.324
243,4009,2320,4077,36.730000000000004
390,2800,1765,3053,33.658
495,2440,1021,3189,34.066
33,3362,995,2522,32.065
472,4406,2631,4934,39.301
406,2551,2486,3801,35.902
-13,19,1455,5268,40.303
396,2591,1839,3312,34.435
388,3109,2548,3490,34.969
-77,128,1386,5063,39.688
285,992,2272,5084,39.751000000000005
154,3864,2626,4070,36.708999999999996
150,1942,2096,3878,36.132999999999996
-7,3108,546,2161,30.982
594,574,2578,6036,42.607
220,2195,654,2591,32.272
239,2724,1561,2867,33.099999999999994
17,1748,1769,3735,35.704
129,2020,1186,3296,34.387
572,1440,100,4236,37.207
387,2436,1855,3468,34.903
546,4805,1650,4750,38.748999999999995
302,1947,1899,3898,36.193
424,2728,2139,3395,34.684
-5,4695,1348,3941,36.322
172,3310,1021,2616,32.347
502,2979,2165,3240,34.219
-87,4611,1662,3929,36.286
67,1700,2353,4216,37.147
2,982,1712,4453,37.858
86,3552,1301,2869,33.106
72,699,512,4433,37.798
502,2075,770,3507,35.02
497,4279,376,3840,36.019
578,1234,1338,4591,38.272
1,1232,1765,4232,37.195
-70,868,1895,4603,38.308
94,4474,1513,3896,36.187
347,3726,1556,3422,34.765
-74,2007,318,2988,33.463
581,2364,1751,3672,35.515
74,2301,2427,3676,35.527
441,2166,1189,3463,34.888
340,3199,1827,3039,33.616
448,1132,561,4377,37.63
45,1494,1990,4152,36.955
-98,2658,523,2304,31.411
348,3852,1989,3800,35.899
383,278,462,5165,39.994
44,2884,2151,2867,33.099999999999994
399,2320,485,3139,33.916
590,4702,1113,4454,37.861
167,724,116,4543,38.128
261,2180,1227,3283,34.348
228,3250,998,2606,32.317
17,1200,2278,4612,38.335
43,1077,991,4092,36.775000000000006
246,267,388,5042,39.625
285,2158,876,3226,34.177
30,905,602,4187,37.06
158,1842,1473,3624,35.370999999999995
-88,1092,852,3914,36.241
352,3381,1749,3187,34.06
-77,2613,1908,2859,33.076
134,3252,155,2479,31.936
362,993,627,4433,37.798
262,1274,2063,4636,38.407000000000004
214,3788,1569,3358,34.573
36,2210,1462,3129,33.886
89,1297,2361,4647,38.44
183,4570,2067,4404,37.711
374,1953,2251,4197,37.09
328,3394,2471,3657,35.47
170,2851,1750,2774,32.821
291,2765,819,2614,32.341
-25,873,2412,4994,39.480999999999995
312,2625,2358,3540,35.119
578,4340,1106,4078,36.733
347,570,1316,5015,39.544
442,2570,340,2939,33.316
463,2658,910,2911,33.232
-87,3613,1759,2986,33.457
247,4926,2485,5119,39.855999999999995
192,1827,2370,4226,37.177
309,3259,2728,3699,35.596000000000004
386,559,1969,5414,40.741
61,3219,955,2397,31.69
332,3973,158,3397,34.690000000000005
555,3483,1772,3505,35.013999999999996
532,3033,1096,2722,32.665
18,2453,309,2635,32.403999999999996
576,3041,1824,3115,33.844
-17,2650,1859,2852,33.055
-18,2315,661,2734,32.701
104,3543,2357,3499,34.995999999999995
9,2765,1617,2625,32.374
458,278,448,5240,40.219
-60,2701,2743,3382,34.645
598,717,2036,5512,41.035
-93,4576,1451,3781,35.842
487,1298,1372,4451,37.852
292,4667,1555,4308,37.423
401,632,217,4851,39.05199999999999
115,3499,595,2676,32.527
11,3294,593,2367,31.599999999999998
-24,-32,804,5093,39.778
565,1864,1420,3984,36.451
467,4416,2002,4492,37.975
162,1580,1747,4035,36.604
282,1570,301,3783,35.848
445,4628,1447,4369,37.606
277,4257,715,3606,35.317
511,2206,180,3393,34.678
161,4615,1831,4278,37.333
22,3781,1322,3043,33.628
51,3302,1141,2524,32.071
446,3193,2190,3373,34.618
